"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"b[44]",0.233287113206305,0.144663988584308,-0.0549516199069484,0.135755812717077,0.237992315965563,0.335838159780721,0.514876083326857,1.00139279779016,2200
"b[45]",-0.262641955800188,0.164795976207357,-0.585074923243019,-0.375794014949266,-0.266885825418114,-0.152699084218139,0.0627309169778413,1.00165985200537,1700
"b[46]",0.225536842699849,0.500497026474982,-0.728656636822238,-0.107933246513368,0.229364724973104,0.565933316421079,1.22176964122635,1.00274760712941,890
"b[47]",0.119089028779053,0.152759195230278,-0.185280932542006,0.0134277561876025,0.121036411660529,0.226604958417604,0.409024062881629,1.00140138873013,2200
"b[48]",0.247909934090692,0.467487581682851,-0.671111506035347,-0.0694097845333889,0.25333315265876,0.562718202365589,1.15521600995074,1.00254546669867,980
"b[49]",0.0803167739126154,0.143383002163872,-0.199715834712018,-0.0213772928651389,0.079756857220493,0.179476372702896,0.355135628484559,1.00121719051754,2800
"b[50]",0.304635297400822,0.152755061566986,0.0123333626976266,0.199905466724618,0.301994744914196,0.408930495876516,0.613026931292521,1.00118363548694,2900
"b[51]",0.0322326048144212,0.15548425090416,-0.27234063277636,-0.071365518946356,0.0324205225252847,0.135918263423734,0.336197783931965,1.00155128810631,1900
"b[52]",-0.32212216422099,0.166452844196029,-0.640186609515595,-0.432345007215435,-0.325469232547354,-0.212671032136221,0.0118190527055221,1.00349667309707,670
"b[53]",0.16503802568017,0.138666753553107,-0.10735237815172,0.0738248227040476,0.164908726478813,0.258630864222569,0.437797164285044,1.00217063822548,1200
"b[54]",-0.138745277568516,0.563719805180163,-1.23834305882112,-0.50647891527786,-0.145136368989977,0.227842709084436,0.950946462145041,1.00305055250468,790
