age_group,year,median,lower,upper,age_group_cat,STATEFIP,bpl,no_mig,prop_mig,pop,state_fip,state,origin_original,origin,df,se,se_log,se_logit
25,2003,0.12428992373887354,0.10313030867475309,0.1504100967930972,25-29,8,200,26325,0.15076887832536295,174605,08,Colorado,Mexico,Mexico,2.9,0.03551107999819952,0.23553322404883673,0.2773487900259451
25,2004,0.12677482097385706,0.10615558596711216,0.1522728309628214,25-29,8,200,22114,0.13063254648992226,169284,08,Colorado,Mexico,Mexico,2.9,0.03396587798154441,0.26001083875498615,0.29908048398314246
25,2005,0.13312827617682046,0.11489189416704651,0.15460488557401625,25-29,8,200,26479,0.1434429781793755,184596,08,Colorado,Mexico,Mexico,2.2,0.017858579920216267,0.12449950598407197,0.14534876582932735
25,2006,0.1255698188113118,0.10900996940052565,0.1452941656355833,25-29,8,200,27345,0.1447047430558128,188971,08,Colorado,Mexico,Mexico,2.2,0.01771503898937629,0.12242196499767516,0.14313415630885917
25,2007,0.11382628960937977,0.09846435265990486,0.13108791445486961,25-29,8,200,22589,0.11420640979619902,197791,08,Colorado,Mexico,Mexico,2.2,0.015654835963325762,0.1370749329329393,0.1547481653162578
25,2008,0.11047350010650059,0.09583104936919615,0.12839149659129423,25-29,8,200,22637,0.11392436915582128,198702,08,Colorado,Mexico,Mexico,2.2,0.015602093327352849,0.13695132519024897,0.15455940827508505
25,2009,0.1017291094285649,0.08859568618624244,0.11827886536784098,25-29,8,200,20756,0.10433820942039913,198930,08,Colorado,Mexico,Mexico,2,0.013639271204790217,0.1307217296573963,0.1459498786621272
25,2010,0.0934175953744935,0.08103832949964668,0.10791223547574422,25-29,8,200,16988,0.08892471654854008,191038,08,Colorado,Mexico,Mexico,2,0.012959137227629857,0.1457315550795828,0.15995555770924066
25,2011,0.08745115377711901,0.07561454222934114,0.10150674977993182,25-29,8,200,14685,0.07526484923966358,195111,08,Colorado,Mexico,Mexico,2,0.011885336900118023,0.157913515009801,0.17076620790283709
25,2012,0.0812612839392872,0.06994971718938638,0.09388739323917909,25-29,8,200,15962,0.0806410055623197,197939,08,Colorado,Mexico,Mexico,1.9,0.011569805132234502,0.1434729769495906,0.15605762038293308
25,2013,0.07721853214038125,0.06655222963655998,0.08932929647741786,25-29,8,200,17010,0.08310614721660364,204678,08,Colorado,Mexico,Mexico,1.9,0.011534843882004408,0.13879651828811865,0.15137686643527692
25,2014,0.07281569280679775,0.06235358473631605,0.08440757423748663,25-29,8,200,13856,0.06711259862733036,206459,08,Colorado,Mexico,Mexico,1.9,0.01041048421771804,0.15511967098050294,0.16627909300978516
25,2015,0.06930211626243334,0.05936805133568758,0.08097830701817745,25-29,8,200,15165,0.06916414683869908,219261,08,Colorado,Mexico,Mexico,1.9,0.010243952745668474,0.14811073676017247,0.1591158486828364
25,2016,0.06113896933627306,0.05100444033948333,0.07218942688007718,25-29,8,200,10731,0.04869736477870404,220361,08,Colorado,Mexico,Mexico,1.9,0.008667940291404384,0.17799608522543672,0.18710773904671307
25,2017,0.06256640133459071,0.04973606888951979,0.0776287278639494,25-29,NA,NA,NA,NA,NA,NA,Colorado,NA,NA,NA,NA,NA,NA
25,2018,0.06397058383412722,0.04821408021873149,0.0834131853003078,25-29,NA,NA,NA,NA,NA,NA,Colorado,NA,NA,NA,NA,NA,NA
30,2001,0.10749784082791994,0.0935702405027999,0.12295888539356062,30-34,8,200,15513,0.08862646968086929,175038,08,Colorado,Mexico,Mexico,2.9,0.02817002130484566,0.3178511048254738,0.34876051832904736
30,2002,0.11325237533263399,0.09796497111822929,0.13192553721621653,30-34,8,200,25202,0.1394625583814773,180708,08,Colorado,Mexico,Mexico,2.9,0.03379468680468156,0.24232085799144493,0.2815924633513693
30,2003,0.1143441132843356,0.0980539514171137,0.13503029841921294,30-34,8,200,17546,0.09309408094399287,188476,08,Colorado,Mexico,Mexico,2.9,0.02775476411215682,0.2981367218057032,0.32874051821828654
30,2004,0.1175795805149887,0.10140233213992302,0.13874759907874862,30-34,8,200,23006,0.1234671260592595,186333,08,Colorado,Mexico,Mexico,2.9,0.03160372702721814,0.2559687589395218,0.292024140279794
30,2005,0.12376545470819875,0.10824585883397377,0.14183069857049557,30-34,8,200,23655,0.130960487634739,180627,08,Colorado,Mexico,Mexico,2.2,0.017375561457102385,0.13267789217129708,0.15267187542507502
30,2006,0.12152092851227708,0.10754505159136124,0.1385135195138036,30-34,8,200,25159,0.13501228896783402,186346,08,Colorado,Mexico,Mexico,2.2,0.017328934474614994,0.12835079389509146,0.14838452877201458
30,2007,0.11798459624179106,0.10318842688234835,0.13537736241353712,30-34,8,200,22255,0.12158810288686378,183036,08,Colorado,Mexico,Mexico,2.2,0.016721170132811526,0.13752307779956371,0.15655876047618153
30,2008,0.11644601812805927,0.10272647605097991,0.13344868875656127,30-34,8,200,24635,0.13320392339219864,184942,08,Colorado,Mexico,Mexico,2.2,0.01729575321901069,0.1298441725930698,0.14979783145905992
30,2009,0.1093292755356144,0.09616152467059738,0.12452261702698997,30-34,8,200,19675,0.10799817761652002,182179,08,Colorado,Mexico,Mexico,2,0.01447069934787678,0.1339902178651509,0.15021294183807982
30,2010,0.10465348329425102,0.09236727849487116,0.11874467423391852,30-34,8,200,19376,0.10569438307667971,183321,08,Colorado,Mexico,Mexico,2,0.014289282339796636,0.1351943397922099,0.15117241492602831
30,2011,0.10026565424498979,0.08777406488796308,0.11421089739899824,30-34,8,200,17900,0.0950489581784584,188324,08,Colorado,Mexico,Mexico,2,0.013448720894211019,0.14149256501013385,0.15635383404314207
30,2012,0.09445567505797359,0.08279984552514853,0.10769768054027082,30-34,8,200,20017,0.10048240792333679,199209,08,Colorado,Mexico,Mexico,1.9,0.01273405050893349,0.12672915361113712,0.14088568664740064
30,2013,0.08862719845449075,0.07694021024594944,0.10056116454945843,30-34,8,200,13760,0.06953639037406131,197882,08,Colorado,Mexico,Mexico,1.9,0.01080995336415698,0.15545749938997902,0.16707531361970773
30,2014,0.08752306030752342,0.07587825471365436,0.09987931436030846,30-34,8,200,18200,0.08807204486835164,206649,08,Colorado,Mexico,Mexico,1.9,0.011785658390252588,0.13381838025754436,0.14674227224257644
30,2015,0.08391100611195906,0.0721899422632689,0.09571494603621056,30-34,8,200,16785,0.0779620709995959,215297,08,Colorado,Mexico,Mexico,1.9,0.010923662812391644,0.1401150927923434,0.15196239588998728
30,2016,0.07862758579357346,0.0663997278998972,0.090423549543022,30-34,8,200,14046,0.06591086126153183,213106,08,Colorado,Mexico,Mexico,1.9,0.010161223734971542,0.15416615016836432,0.16504436651150128
30,2017,0.08094744182828868,0.06614747605576599,0.09633201824569906,30-34,NA,NA,NA,NA,NA,NA,Colorado,NA,NA,NA,NA,NA,NA
30,2018,0.08303328979480397,0.06583323661521887,0.10180927558092477,30-34,NA,NA,NA,NA,NA,NA,Colorado,NA,NA,NA,NA,NA,NA
35,2001,0.08916879936262598,0.0781306774177539,0.10124057768890779,35-39,8,200,11221,0.06324433697998569,177423,08,Colorado,Mexico,Mexico,2.9,0.02396306923836807,0.3788966788591906,0.4044775962577717
35,2002,0.0896853710814025,0.07833859831256385,0.10344049787099271,35-39,8,200,10521,0.061702402176972884,170512,08,Colorado,Mexico,Mexico,2.9,0.0241639139357813,0.39162031109380674,0.4173732427775761
35,2003,0.09186001959290062,0.07965792140838253,0.10660179852108259,35-39,8,200,18561,0.11568306044986817,160447,08,Colorado,Mexico,Mexico,2.9,0.033112843188733476,0.2862376138733215,0.3236821563306656
35,2004,0.09374253662990302,0.08178823117402986,0.10826768910351338,35-39,8,200,17784,0.1103184744984678,161206,08,Colorado,Mexico,Mexico,2.9,0.03235744526559188,0.29330939729447847,0.3296790917729058
35,2005,0.0969637870613507,0.08581974679994207,0.11070468347145267,35-39,8,200,17944,0.10186714807182475,176151,08,Colorado,Mexico,Mexico,2.2,0.015775570963567558,0.15486416633991243,0.17242901872193972
35,2006,0.09816461958982013,0.08674011571920406,0.11167194148971642,35-39,8,200,19043,0.10327286531630467,184395,08,Colorado,Mexico,Mexico,2.2,0.015512756550233714,0.15021135031666993,0.16751065570203175
35,2007,0.09973895217025812,0.0883419464731939,0.11334463081783577,35-39,8,200,20204,0.10471920595019048,192935,08,Colorado,Mexico,Mexico,2.2,0.015259052688343988,0.14571398388564874,0.1627578574834722
35,2008,0.09821670322933143,0.08694061911071586,0.11136774095296889,35-39,8,200,19497,0.1014401515072684,192202,08,Colorado,Mexico,Mexico,2.2,0.01507439099695801,0.14860379024451573,0.1653799582674295
35,2009,0.09803955190079948,0.08650525538987609,0.11112831774858749,35-39,8,200,18515,0.0970866149990037,190706,08,Colorado,Mexico,Mexico,2,0.013491745479839442,0.13896607148140755,0.1539085296440192
35,2010,0.10000231069524579,0.08889076387286694,0.11312011686609827,35-39,8,200,18593,0.10386280479289445,179015,08,Colorado,Mexico,Mexico,2,0.014348951133121315,0.13815293320581468,0.15416493584320673
35,2011,0.09987349391128643,0.08880032579497515,0.11265061762182116,35-39,8,200,19234,0.1078326390796607,178369,08,Colorado,Mexico,Mexico,2,0.014614574879861168,0.13553016048382846,0.15191113956917082
35,2012,0.09601656120102624,0.08532534365572338,0.1086319237040875,35-39,8,200,16509,0.09108112283179591,181256,08,Colorado,Mexico,Mexico,1.9,0.012776201480929238,0.1402727709508335,0.15432925255976906
35,2013,0.09645629190860205,0.08525624919631276,0.10841821139117679,35-39,8,200,17486,0.09366028195569268,186696,08,Colorado,Mexico,Mexico,1.9,0.012747555991532286,0.13610418125329474,0.1501690575218079
35,2014,0.09565380106443891,0.0843724526970574,0.10810162560860265,35-39,8,200,16970,0.08955050606326055,189502,08,Colorado,Mexico,Mexico,1.9,0.012400130363928964,0.13847080166324494,0.15209059106014094
35,2015,0.0938993537212423,0.08248533413560631,0.10522800812196811,35-39,8,200,17266,0.08692150081303268,198639,08,Colorado,Mexico,Mexico,1.9,0.011949689052629428,0.13747679159766346,0.15056404429638517
35,2016,0.09412281426961547,0.0825419369470661,0.10614721571866644,35-39,8,200,19692,0.09311694944107132,211476,08,Colorado,Mexico,Mexico,1.9,0.011946224365110432,0.12829269469003116,0.1414655336329883
35,2017,0.09509723172902512,0.08157977095871292,0.10998397530374494,35-39,NA,NA,NA,NA,NA,NA,Colorado,NA,NA,NA,NA,NA,NA
35,2018,0.09650279699077828,0.08194166361451564,0.11265885238731731,35-39,NA,NA,NA,NA,NA,NA,Colorado,NA,NA,NA,NA,NA,NA
40,2001,0.06612738986379017,0.057218750547604676,0.07615046408847927,40-44,8,200,11170,0.06124709391586612,182376,08,Colorado,Mexico,Mexico,2.9,0.023284020002524688,0.38016530277354005,0.40496844303720164
40,2002,0.06489225855902282,0.05562622389813578,0.07622003757496787,40-44,8,200,12928,0.06792555930351082,190326,08,Colorado,Mexico,Mexico,2.9,0.02391752667523119,0.35211379811185417,0.37777433082355355
40,2003,0.06525215213267825,0.05594657731618008,0.07661785580090524,40-44,8,200,9631,0.049349504762783165,195159,08,Colorado,Mexico,Mexico,2.9,0.02033204034703793,0.41200089939648793,0.4333884024261524
40,2004,0.06712282597221883,0.05696876940975599,0.07927725091352089,40-44,8,200,11147,0.05756885590484896,193629,08,Colorado,Mexico,Mexico,2.9,0.02195112733160022,0.38130212919085127,0.4045941516045163
40,2005,0.07135858190374345,0.06214730960307744,0.08363229971414961,40-44,8,200,15995,0.08746841949843054,182866,08,Colorado,Mexico,Mexico,2.2,0.014461834483466562,0.16533778209775532,0.1811858193520032
40,2006,0.07494979348505026,0.06539559420008097,0.0866059850887952,40-44,8,200,16149,0.08903161782947873,181385,08,Colorado,Mexico,Mexico,2.2,0.014637381019876529,0.164406548782606,0.1804744840769142
40,2007,0.07747318253533218,0.06753626242358189,0.08923602260193067,40-44,8,200,14421,0.07797284656851348,184949,08,Colorado,Mexico,Mexico,2.2,0.0136476486903269,0.17503078688213505,0.1898325729678645
40,2008,0.07578100790102406,0.06560063700909687,0.08729005494139887,40-44,8,200,12522,0.0678085418618378,184667,08,Colorado,Mexico,Mexico,2.2,0.012806793103370656,0.18886695911357201,0.20260533119536442
40,2009,0.07825878673188087,0.06877886053095897,0.08996062558439298,40-44,8,200,14524,0.07978466271149198,182040,08,Colorado,Mexico,Mexico,2,0.012637716828132391,0.1583978223212077,0.1721312565686421
40,2010,0.08208553059742864,0.07206870999059549,0.0944712982011752,40-44,8,200,13424,0.07445864394746184,180288,08,Colorado,Mexico,Mexico,2,0.012303244600973722,0.16523594775181394,0.1785289729856592
40,2011,0.08607353811689379,0.07583071593647911,0.098631059581311,40-44,8,200,17694,0.09481552929828792,186615,08,Colorado,Mexico,Mexico,2,0.013495301841077893,0.14233218905124623,0.15724108583182858
40,2012,0.08807128882008747,0.07763629427409326,0.1015422609610276,40-44,8,200,17943,0.09843269130546885,182287,08,Colorado,Mexico,Mexico,1.9,0.01319052577954584,0.13400553824756575,0.14863619937773218
40,2013,0.09005536485028015,0.07904488312153266,0.10340574118854284,40-44,8,200,15965,0.0855037302441663,186717,08,Colorado,Mexico,Mexico,1.9,0.012233839201564251,0.14307959625421063,0.15645727706731075
40,2014,0.09281660924040415,0.08165028446347876,0.10677416806679696,40-44,8,200,17706,0.09560526784701862,185199,08,Colorado,Mexico,Mexico,1.9,0.012917301690451709,0.13511077351010764,0.1493935874531976
40,2015,0.09226451528785763,0.0808658746436821,0.10686502642962145,40-44,8,200,16637,0.0926578781752463,179553,08,Colorado,Mexico,Mexico,1.9,0.012936046771681404,0.13961086770425626,0.15386794500787107
40,2016,0.09792821098801739,0.08578327601495231,0.11342330887883877,40-44,8,200,19671,0.11317074854588446,173817,08,Colorado,Mexico,Mexico,1.9,0.014365216388181145,0.12693400523331208,0.1431324068586834
40,2017,0.09541432608430356,0.0816696251496706,0.11480301337489522,40-44,NA,NA,NA,NA,NA,NA,Colorado,NA,NA,NA,NA,NA,NA
40,2018,0.09571689200671551,0.07969902356578822,0.1166014989494992,40-44,NA,NA,NA,NA,NA,NA,Colorado,NA,NA,NA,NA,NA,NA
45,2001,0.04673895244123422,0.039595947672512,0.05482278671806371,45-49,8,200,7455,0.04317384203759686,172674,08,Colorado,Mexico,Mexico,2.9,0.020283215753484,0.46980335305393645,0.4910017866300814
45,2002,0.04438489190605994,0.036989048775971936,0.05318361822404346,45-49,8,200,7078,0.039223727085319085,180452,08,Colorado,Mexico,Mexico,2.9,0.01895082539002601,0.4831469826619064,0.5028714762035041
45,2003,0.04443839814214513,0.036852876203983025,0.053498997223566526,45-49,8,200,6559,0.037393460847752344,175405,08,Colorado,Mexico,Mexico,2.9,0.018785582512081987,0.5023761397365057,0.5218914679085188
45,2004,0.045179604713626725,0.03745037197615906,0.05430644675056926,45-49,8,200,6975,0.04023767631024835,173345,08,Colorado,Mexico,Mexico,2.9,0.01957339008879233,0.48644434479450993,0.5068383419390775
45,2005,0.046595347131656764,0.039301488573565496,0.05510549464186025,45-49,8,200,7206,0.04063381075899402,177340,08,Colorado,Mexico,Mexico,2.2,0.010262966403295869,0.25257208742166104,0.26326974022451344
45,2006,0.05022615185121701,0.042766749183214575,0.05935126231376375,45-49,8,200,8634,0.046340376884556965,186317,08,Colorado,Mexico,Mexico,2.2,0.01066081765808417,0.23005461704902344,0.24123346681856397
45,2007,0.05540893263549071,0.04725498980376897,0.06469097701515117,45-49,8,200,10780,0.05692769970902447,189363,08,Colorado,Mexico,Mexico,2.2,0.011655395843939617,0.2047403268270814,0.21709929001616401
45,2008,0.055215965801324526,0.04722759261922021,0.06477445856657639,45-49,8,200,9444,0.050001058895783476,188876,08,Colorado,Mexico,Mexico,2.2,0.010977490026803498,0.21954515102737585,0.23110041656698158
45,2009,0.05914921891401625,0.05087206608164537,0.06904295441639488,45-49,8,200,12974,0.0684055403531527,189663,08,Colorado,Mexico,Mexico,2,0.011534940868452553,0.1686258278043253,0.18100776154062648
45,2010,0.06337270318525146,0.054879041654582614,0.07364407986014718,45-49,8,200,11806,0.06440245259551812,183316,08,Colorado,Mexico,Mexico,2,0.01140888355388371,0.17714983038825566,0.18934405170225335
45,2011,0.06556559909762556,0.05635280115048391,0.07620874182200306,45-49,8,200,11642,0.0651825806523857,178606,08,Colorado,Mexico,Mexico,2,0.011623281190331467,0.17831882496824789,0.19075256972927626
45,2012,0.06821994763294177,0.058716088205216704,0.07999514289431016,45-49,8,200,11292,0.06451391745509392,175032,08,Colorado,Mexico,Mexico,1.9,0.011100891122202998,0.17206971084851533,0.18393615261534954
45,2013,0.0738860741754475,0.06366682059867602,0.08642527059065112,45-49,8,200,12425,0.07408445329549114,167714,08,Colorado,Mexico,Mexico,1.9,0.012090263552330352,0.1631956910596002,0.17625332206640387
45,2014,0.07935050015245014,0.0688106783466795,0.0921820267180247,45-49,8,200,17090,0.09974320065367107,171340,08,Colorado,Mexico,Mexico,1.9,0.013685689171930299,0.13720924416141236,0.15241122784192151
45,2015,0.07716928746246834,0.06665488764428108,0.09079090022031304,45-49,8,200,14424,0.08317715511524511,173413,08,Colorado,Mexico,Mexico,1.9,0.012536465699667475,0.15072005867834415,0.16439387338487374
45,2016,0.08071904517998613,0.06908931616019155,0.09578386664761039,45-49,8,200,14655,0.07993389295239965,183339,08,Colorado,Mexico,Mexico,1.9,0.011973435189208851,0.14979171846839723,0.16280538683145693
45,2017,0.0802964168648945,0.06605715852205361,0.09852180058893477,45-49,NA,NA,NA,NA,NA,NA,Colorado,NA,NA,NA,NA,NA,NA
45,2018,0.08091870563244602,0.06478245461103233,0.10292248890669789,45-49,NA,NA,NA,NA,NA,NA,Colorado,NA,NA,NA,NA,NA,NA
50,2001,0.03437068074580167,0.028561471096849558,0.0413384052656553,50-54,8,200,3940,0.027120044052863435,145280,08,Colorado,Mexico,Mexico,2.9,0.017672391491570332,0.6516357959125223,0.6698008237595249
50,2002,0.03222181150454221,0.026146280590088174,0.04014843832372052,50-54,8,200,5636,0.037203775826787244,151490,08,Colorado,Mexico,Mexico,2.9,0.02016471703063383,0.5420072716413625,0.5629511811876946
50,2003,0.03203853251830118,0.025768118955782657,0.03962758675605177,50-54,8,200,3377,0.022348550024486123,151106,08,Colorado,Mexico,Mexico,2.9,0.015768822387185615,0.7055859270471038,0.7217152156474332
50,2004,0.032525876639078966,0.026381953907422883,0.04015426120563713,50-54,8,200,4860,0.03192663443346647,152224,08,Colorado,Mexico,Mexico,2.9,0.01868583703192273,0.5852742502772439,0.6045763380079475
50,2005,0.033607512191190694,0.027473563556547887,0.040573618516111,50-54,8,200,4986,0.031976296752347234,155928,08,Colorado,Mexico,Mexico,2.2,0.009752934388351417,0.3050051250114039,0.3150802237467252
50,2006,0.03660362476361304,0.030400714561475643,0.04406860122321256,50-54,8,200,4503,0.026870427611557328,167582,08,Colorado,Mexico,Mexico,2.2,0.008646676634376078,0.3217915531294719,0.33067698512097304
50,2007,0.04145842808806954,0.03447180904838697,0.0495594093320648,50-54,8,200,9685,0.054624313318518684,177302,08,Colorado,Mexico,Mexico,2.2,0.011813502309239932,0.2162682071691129,0.2287642999665789
50,2008,0.040448151229318004,0.03358650531266264,0.04859762615289825,50-54,8,200,7158,0.04024807840447126,177847,08,Colorado,Mexico,Mexico,2.2,0.010201618452631078,0.25346846003703255,0.2640978927300888
50,2009,0.04228828245681321,0.035113779077135386,0.05073709050238964,50-54,8,200,6360,0.03547760894303501,179268,08,Colorado,Mexico,Mexico,2,0.008694198160469341,0.24506155909292732,0.2540755521749768
50,2010,0.04621139117991109,0.03824610265631651,0.05502648436024979,50-54,8,200,8439,0.04528793985220644,186341,08,Colorado,Mexico,Mexico,2,0.009585634579972606,0.21165976220721358,0.22170010314360933
50,2011,0.04762287104331978,0.03922027145807137,0.05716210851342079,50-54,8,200,7027,0.03795465102461894,185142,08,Colorado,Mexico,Mexico,2,0.008837417875472466,0.2328414999716413,0.24202757200544375
50,2012,0.05022204428366162,0.04110318445708042,0.05961864231922308,50-54,8,200,8017,0.04335552394910039,184913,08,Colorado,Mexico,Mexico,1.9,0.008953337990610218,0.20650974028410965,0.2158688472614167
50,2013,0.05459465862694515,0.04528288132248909,0.06469244890545182,50-54,8,200,9506,0.05080678350195884,187101,08,Colorado,Mexico,Mexico,1.9,0.009597791417504671,0.18890767641558398,0.1990192019202803
50,2014,0.05708776388354272,0.0473097677928002,0.06790056048067535,50-54,8,200,8860,0.04883399198593405,181431,08,Colorado,Mexico,Mexico,1.9,0.009565435015968411,0.19587657340656486,0.20593310921143454
50,2015,0.05807071022786847,0.047867876553499514,0.06906363295750101,50-54,8,200,10569,0.05889039332698126,179469,08,Colorado,Mexico,Mexico,1.9,0.010505550326808779,0.1783915802443036,0.18955452051429794
50,2016,0.0641028046070276,0.052986075387654444,0.07670321591068004,50-54,8,200,10487,0.05869644306383455,178665,08,Colorado,Mexico,Mexico,1.9,0.010512891892417766,0.17910611518630878,0.19027455475604338
50,2017,0.06469153084815181,0.050692079396007506,0.08112111881676404,50-54,NA,NA,NA,NA,NA,NA,Colorado,NA,NA,NA,NA,NA,NA
50,2018,0.06607781171682173,0.04939467646606415,0.08710072133264227,50-54,NA,NA,NA,NA,NA,NA,Colorado,NA,NA,NA,NA,NA,NA
55,2001,0.02472295012827253,0.02032795195342763,0.030184631016915882,55-59,8,200,4042,0.03865944870593186,104554,08,Colorado,Mexico,Mexico,2.9,0.024724046355727197,0.6395343747344635,0.6652526764564142
55,2002,0.022952983778739788,0.018337642997162798,0.028809786350683975,55-59,8,200,2492,0.02206481317513724,112940,08,Colorado,Mexico,Mexico,2.9,0.018126113206678385,0.8214940712529121,0.8400291576787619
55,2003,0.022833274752731968,0.018071277785077326,0.029025128214858007,55-59,8,200,2242,0.019342426516896584,115911,08,Colorado,Mexico,Mexico,2.9,0.016775491796649146,0.8672899329355037,0.8843963034467371
55,2004,0.02330680968843432,0.018541061892163157,0.029644328934682447,55-59,8,200,3344,0.02837770177954667,117839,08,Colorado,Mexico,Mexico,2.9,0.020059321483208672,0.7068691340489913,0.7275143184173902
55,2005,0.0241859664802559,0.019695288636470475,0.029895991887324325,55-59,8,200,3561,0.027470916777239486,129628,08,Colorado,Mexico,Mexico,2.2,0.009937536649267756,0.3617475430416402,0.3719657841417796
55,2006,0.02685550433932842,0.021831144831617647,0.03309349408623235,55-59,8,200,4748,0.03291804460713964,144237,08,Colorado,Mexico,Mexico,2.2,0.010283728263604072,0.31240398347882486,0.3230377546977558
55,2007,0.03012376426122414,0.024541447019064556,0.03664218914924723,55-59,8,200,4723,0.03237392812343631,145889,08,Colorado,Mexico,Mexico,2.2,0.010143328349902968,0.31331781275439213,0.3238005070974988
55,2008,0.029437640309011987,0.0238143219198344,0.03614143640309501,55-59,8,200,4107,0.027506714263708147,149309,08,Colorado,Mexico,Mexico,2.2,0.00926530987135699,0.3368381182328806,0.34636549493280516
55,2009,0.03124009088374836,0.025148900548626056,0.03814539846994476,55-59,8,200,5077,0.03191997686320369,159054,08,Colorado,Mexico,Mexico,2,0.008771264516581776,0.2747891877920815,0.28384966245011745
55,2010,0.03418654858592317,0.02732598428558574,0.041823939776376794,55-59,8,200,4658,0.02903139354428565,160447,08,Colorado,Mexico,Mexico,2,0.008341003974002385,0.28730980348148577,0.29590019859678124
55,2011,0.03532493809504304,0.02822470038132521,0.043598606222721124,55-59,8,200,3103,0.01866892883786971,166212,08,Colorado,Mexico,Mexico,2,0.006606689255782928,0.35388689480573376,0.3606192703005391
55,2012,0.037917876422154544,0.030436850690414748,0.046524892700276446,55-59,8,200,6552,0.03852010370797152,170093,08,Colorado,Mexico,Mexico,1.9,0.008821487144404158,0.22900995312166308,0.23818485857566626
55,2013,0.04116519301796569,0.03296136999099527,0.05044522936196319,55-59,8,200,6834,0.04082851902522956,167383,08,Colorado,Mexico,Mexico,1.9,0.009144194745952917,0.22396586906084828,0.2334992996593686
55,2014,0.042971056280367806,0.034157254784540944,0.05282014617925931,55-59,8,200,5262,0.03103124944713424,169571,08,Colorado,Mexico,Mexico,1.9,0.00796067555900773,0.25653738411564037,0.2647530005165466
55,2015,0.04308399475605279,0.03446492004349361,0.05273243991847899,55-59,8,200,6859,0.038904171747823374,176305,08,Colorado,Mexico,Mexico,1.9,0.008706033154506292,0.22378148058102226,0.23283992501349768
55,2016,0.04814822466995686,0.03802870191794311,0.059518589604202574,55-59,8,200,6989,0.03880169441653111,180121,08,Colorado,Mexico,Mexico,1.9,0.008602424453597705,0.22170228859729177,0.23065197609010923
55,2017,0.048737112810942805,0.03630379138572737,0.06324172705093276,55-59,NA,NA,NA,NA,NA,NA,Colorado,NA,NA,NA,NA,NA,NA
55,2018,0.04998583654852406,0.035565279169634444,0.06926071010843078,55-59,NA,NA,NA,NA,NA,NA,Colorado,NA,NA,NA,NA,NA,NA
15,2001,0.007208786474334442,0.005638004048447913,0.009263857319871494,15-19,9,200,3604,0.03308668270201788,108926,09,Connecticut,Mexico,Mexico,2.9,0.02247387818398503,0.6792424126161913,0.7024853215532487
15,2002,0.0073328555795751085,0.005607563008603644,0.00969869453514425,15-19,9,200,1794,0.01762954373482965,101761,09,Connecticut,Mexico,Mexico,2.9,0.017107672032748947,0.9703978894785762,0.9878125744618662
15,2003,0.007329910708295427,0.005470929978656821,0.009883766398368717,15-19,9,200,647,0.00615001473342015,105203,09,Connecticut,Mexico,Mexico,2.9,0.009995576557141813,1.6252931074822103,1.6353505373814126
15,2004,0.0074181813732921474,0.005488088739496189,0.009885158617326712,15-19,NA,NA,NA,NA,NA,NA,Connecticut,NA,NA,NA,NA,NA,NA
15,2005,0.007569030085711341,0.0056413149905519076,0.010162395014495531,15-19,9,200,493,0.004309515900627633,114398,09,Connecticut,Mexico,Mexico,2.2,0.004239430151001,0.9837369785278142,0.9879947576456247
15,2006,0.0074318387175722886,0.005507774832641163,0.00998065212464249,15-19,9,200,753,0.005757100806605757,130795,09,Connecticut,Mexico,Mexico,2.2,0.004579234383339174,0.7954063229333962,0.8000120730846461
15,2007,0.007425084391485583,0.005558499227495532,0.009931451278008346,15-19,9,200,734,0.005571961041820073,131731,09,Connecticut,Mexico,Mexico,2.2,0.004489386538752301,0.8057103244364842,0.8102248658239692
15,2008,0.007263009163477906,0.005443001802713388,0.009652538735872665,15-19,9,200,702,0.0053440925700365405,131360,09,Connecticut,Mexico,Mexico,2.2,0.004403339058631147,0.8239638443615206,0.828390841703756
15,2009,0.00730593246358659,0.005468768078347358,0.009783401434093892,15-19,9,200,402,0.003054896954222141,131592,09,Connecticut,Mexico,Mexico,2,0.003027378721939707,0.9909920914862934,0.9940287468775387
15,2010,0.007292066038231151,0.00546088358038288,0.009652239422521493,15-19,9,200,653,0.005168183616937079,126350,09,Connecticut,Mexico,Mexico,2,0.004014244033014364,0.7767224097570672,0.7807575079182911
15,2011,0.007337790994564842,0.0054616313305543476,0.009719506692148012,15-19,9,200,785,0.006081876781951159,129072,09,Connecticut,Mexico,Mexico,2,0.0043065122464700945,0.7080893613711949,0.7124222255637974
15,2012,0.007251845004326191,0.005378449335007151,0.009633648244031671,15-19,9,200,988,0.007516165842525675,131450,09,Connecticut,Mexico,Mexico,1.9,0.004503506572494116,0.5991760515732304,0.6037136635901729
15,2013,0.007029167962612939,0.005221446222587319,0.009313240446090285,15-19,9,200,585,0.004592413489920242,127384,09,Connecticut,Mexico,Mexico,1.9,0.003581250685135686,0.7798188671373063,0.7834166402843762
15,2014,0.007073944208837575,0.00530576554811235,0.009440462228542914,15-19,9,200,1293,0.010275850559092102,125829,09,Connecticut,Mexico,Mexico,1.9,0.005374608061044275,0.5230329139312762,0.5284633240754364
15,2015,0.006569709633798041,0.004877715817593663,0.008958174507916281,15-19,9,200,1137,0.009005940594059406,126250,09,Connecticut,Mexico,Mexico,1.9,0.0050263829014494995,0.5581185939384339,0.5631906555252234
